Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Kenya,1880,0.5,,,,,,0,0.01,,,,,,,,
Kenya,1885,0.7,,,,,,0,0.02,,,,,,,,
Kenya,1890,0.9,,,,,,0,0.02,,,,,,,,
Kenya,1895,1.2,,,,,,0,0.02,,,,,,,,
Kenya,1900,1.7,,,,,,0,0.03,,,,,,,,
Kenya,1905,2.3,,,,,,0.1,0.14,,,,,,,,
Kenya,1910,3.1,,,,,,0.1,0.25,,,,,,,,
Kenya,1915,4.1,,,,,,0.1,0.33,,,,,,,,
Kenya,1920,5.5,,,,,,0.2,0.67,,,,,,,,
Kenya,1925,7.4,,,,,,0.2,0.73,,,,,,,,
Kenya,1930,9.8,,,,,,0.2,0.8,,,,,,,,
Kenya,1935,11.3,,,,,,0.2,0.88,,,,,,,,
Kenya,1940,13.3,,,,,,0.3,0.95,,,,,,,,
Kenya,1945,23.8,,,,,,0.3,1.08,,,,,,,,
Kenya,1950,34.7,,,,,,0.3,1.2,,,,,,,,
Kenya,1955,36.8,,,,,,0.3,1.35,,,,,,,,
Kenya,1960,41.6,,,,,,0.3,1.56,,,,,,,,
Kenya,1965,47.7,,,,,,0.4,1.77,,,,,,,,
Kenya,1970,51.3,,,,,,0.4,2.28,,,,,,,,
Kenya,1975,84,,,,,,0.9,2.82,,,,,,,,
Kenya,1980,86,,,,,,1.4,3.61,,,,,,,,
Kenya,1985,77.7,,,,,,1.9,4.33,,,,,,,,
Kenya,1990,78.6,,,,,,2.6,5.05,,,,,,,,
Kenya,1995,73.9,,,,,,3.5,5.5,,,,,,,,
Kenya,2000,90.4,,,,,,4.6,5.91,,,,,,,,
Kenya,2005,100,,,,,,5.7,6.48,,,,,,,,
Kenya,2010,100,,,,,,6.7,6.47,,,,,,,,
Kuwait,1820,0,,,,,,,,,,,,,,,
Kuwait,1825,0,,,,,,,,,,,,,,,
Kuwait,1830,0,,,,,,,,,,,,,,,
Kuwait,1835,0,,,,,,,,,,,,,,,
Kuwait,1840,0,,,,,,,,,,,,,,,
Kuwait,1845,0,,,,,,,,,,,,,,,
Kuwait,1850,0,,,,,,,,,,,,,,,
Kuwait,1855,0,,,,,,,,,,,,,,,
Kuwait,1860,0,,,,,,,,,,,,,,,
Kuwait,1865,0,,,,,,,,,,,,,,,
Kuwait,1870,0,,,,,,0,0.01,,,,,,,,
Kuwait,1875,0,,,,,,0,0.01,,,,,,,,
Kuwait,1880,0,,,,,,0,0.01,,,,,,,,
Kuwait,1885,0,,,,,,0,0.01,,,,,,,,
Kuwait,1890,0,,,,,,0,0.01,,,,,,,,
Kuwait,1895,0,,,,,,0,0.01,,,,,,,,
Kuwait,1900,0,,,,,,0,0.01,,,,,,,,
Kuwait,1905,0,,,,,,0,0.01,,,,,,,,
Kuwait,1910,5.1,,,,,,0.1,0.07,,,,,,,,
Kuwait,1915,9.5,,,,,,0.1,0.12,,,,,,,,
Kuwait,1920,13.8,,,,,,0.1,0.18,,,,,,,,
Kuwait,1925,18.2,,,,,,0.2,0.24,,,,,,,,
Kuwait,1930,22.6,,,,,,1.1,0.71,,,,,,,,
Kuwait,1935,26.9,,,,,,1.4,0.9,,,,,,,,
Kuwait,1940,31.3,,,,,,1.7,1.05,,,,,,,,
Kuwait,1945,38.1,,,,,,2.1,1.34,,,,,,,,
Kuwait,1950,45,,,,,,2.4,1.6,,,,,,,,
Kuwait,1955,64.6,,,,,,3.1,1.96,,,,,,,,
Kuwait,1960,55,,,,,,3.7,2.51,,,,,,,,
Kuwait,1965,52,,,,,,4,2.96,,,,,,,,
Kuwait,1970,61,,,,,,3.6,3.35,,,,,,,,
Kuwait,1975,68,,,,,,5,3.58,,,,,,,,
Kuwait,1980,85,,,,,,7.7,4.67,,,,,,,,
Kuwait,1985,85,,,,,,11,5.55,,,,,,,,
Kuwait,1990,69.8,,,,,,11,5.92,,,,,,,,
Kuwait,1995,70.8,,,,,,10.9,6.15,,,,,,,,
Kuwait,2000,100,,,,,,9.1,6.12,,,,,,,,
Kuwait,2005,100,,,,,,6.9,6.14,,,,,,,,
Kuwait,2010,100,,,,,,7.2,6.39,,,,,,,,
Latin America and the Caribbean,1870,,,,,,,,,,,,,,,,27.27766
Latin America and the Caribbean,1875,,,,,,,,,,,,,,,,28.63011
Latin America and the Caribbean,1880,,,,,,,,,,,,,,,,30.24433
Latin America and the Caribbean,1885,,,,,,,,,,,,,,,,33.03899
Latin America and the Caribbean,1890,,,,,,,,,,,,,,,,36.90656
Latin America and the Caribbean,1895,,,,,,,,,,,,,,,,40.99727
Latin America and the Caribbean,1900,,,,,,,,,,,,,,,,53.16052
Latin America and the Caribbean,1905,,,,,,,,,,,,,,,,62.69036
Latin America and the Caribbean,1910,,,,,,,,,,,,,,,,78.58886
Latin America and the Caribbean,1915,,,,,,,,,,,,,,,,76.83069
Latin America and the Caribbean,1920,,,,,,,,,,,,,,,,81.36664
Latin America and the Caribbean,1925,,,,,,,,,,,,,,,,82.57318
Latin America and the Caribbean,1930,,,,,,,,,,,,,,,,83.15327
Latin America and the Caribbean,1935,,,,,,,,,,,,,,,,82.30816
Latin America and the Caribbean,1940,,,,,,,,,,,,,,,,82.0479
Latin America and the Caribbean,1945,,,,,,,,,,,,,,,,83.45732
Latin America and the Caribbean,1950,,,,,,,,,,,,,,,,85.35374
Latin America and the Caribbean,1955,,,,,,,,,,,,,,,,86.44909
Latin America and the Caribbean,1960,,,,,,,,,,,,,,,,87.43106
Latin America and the Caribbean,1965,,,,,,,,,,,,,,,,88.16351
Latin America and the Caribbean,1970,,,,,,,,,,,,,,,,89.91409
Latin America and the Caribbean,1975,,,,,,,,,,,,,,,,90.13137
Latin America and the Caribbean,1980,,,,,,,,,,,,,,,,91.87546
Latin America and the Caribbean,1985,,,,,,,,,,,,,,,,95.5341
Latin America and the Caribbean,1990,,,,,,,,,,,,,,,,98.41012
Latin America and the Caribbean,1995,,,,,,,,,,,,,,,,98.65272
Latin America and the Caribbean,2000,,,,,,,,,,,,,,,,99.1202
Latin America and the Caribbean,2005,,,,,,,,,,,,,,,,99.37784
Latin America and the Caribbean,2010,,,,,,,,,,,,,,,,101.2789
Lesotho,1820,0,,,,,,,,,,,,,,,
Lesotho,1825,0,,,,,,,,,,,,,,,
Lesotho,1830,0,,,,,,,,,,,,,,,
Lesotho,1835,0.1,,,,,,,,,,,,,,,
Lesotho,1840,0.2,,,,,,,,,,,,,,,
Lesotho,1845,0.3,,,,,,,,,,,,,,,
Lesotho,1850,0.5,,,,,,,,,,,,,,,
Lesotho,1855,0.7,,,,,,,,,,,,,,,
Lesotho,1860,1.2,,,,,,,,,,,,,,,
Lesotho,1865,1.8,,,,,,,,,,,,,,,
Lesotho,1870,2.7,,,,,,0,0.03,,,,,,,,
Lesotho,1875,4,,,,,,0,0.05,,,,,,,,
Lesotho,1880,5.8,,,,,,0,0.07,,,,,,,,
Lesotho,1885,8.4,,,,,,0,0.1,,,,,,,,
Lesotho,1890,11.8,,,,,,0,0.15,,,,,,,,
Lesotho,1895,14.2,,,,,,0,0.22,,,,,,,,
Lesotho,1900,16.6,,,,,,0,0.3,,,,,,,,
Lesotho,1905,14.5,,,,,,0,0.38,,,,,,,,
Lesotho,1910,12.5,,,,,,0,0.53,,,,,,,,
Lesotho,1915,18.2,,,,,,0,0.64,,,,,,,,
Lesotho,1920,24,,,,,,0,0.76,,,,,,,,
Lesotho,1925,25.3,,,,,,0,1.16,,,,,,,,
Lesotho,1930,26.7,,,,,,0,1.42,,,,,,,,
Lesotho,1935,38.6,,,,,,0,1.6,,,,,,,,
Lesotho,1940,50.4,,,,,,0,1.87,,,,,,,,
Lesotho,1945,54.7,,,,,,0.1,2.2,,,,,,,,
Lesotho,1950,59,,,,,,0.1,2.6,,,,,,,,
Lesotho,1955,63,,,,,,0.1,2.87,,,,,,,,
Lesotho,1960,60,,,,,,0.1,3.12,,,,,,,,
Lesotho,1965,68,,,,,,0.1,3.44,,,,,,,,
Lesotho,1970,68,,,,,,0.1,3.72,,,,,,,,
Lesotho,1975,66,,,,,,0.1,4.11,,,,,,,,
Lesotho,1980,66,,,,,,0.4,4.49,,,,,,,,
Lesotho,1985,72,,,,,,0.6,4.81,,,,,,,,
Lesotho,1990,70,,,,,,0.8,5.25,,,,,,,,
Lesotho,1995,78,,,,,,1.1,5.8,,,,,,,,
Lesotho,2000,96.4,,,,,,1.3,6.37,,,,,,,,
Lesotho,2005,93,,,,,,1.2,7.21,,,,,,,,
Lesotho,2010,88,,,,,,1.3,6.08,,,,,,,,
Liberia,1820,0.2,,,,,,,,,,,,,,,
Liberia,1825,0.3,,,,,,,,,,,,,,,
Liberia,1830,0.3,,,,,,,,,,,,,,,
Liberia,1835,0.4,,,,,,,,,,,,,,,
Liberia,1840,0.5,,,,,,,,,,,,,,,
Liberia,1845,0.7,,,,,,,,,,,,,,,
Liberia,1850,0.8,,,,,,,,,,,,,,,
Liberia,1855,1,,,,,,,,,,,,,,,
Liberia,1860,1.3,,,,,,,,,,,,,,,
Liberia,1865,1.7,,,,,,,,,,,,,,,
Liberia,1870,2.1,,,,,,0,0.05,,,,,,,,
Liberia,1875,2.6,,,,,,0,0.06,,,,,,,,
Liberia,1880,3.3,,,,,,0,0.07,,,,,,,,
Liberia,1885,4.2,,,,,,0,0.09,,,,,,,,
Liberia,1890,5.2,,,,,,0,0.11,,,,,,,,
Liberia,1895,7.8,,,,,,0,0.13,,,,,,,,
Liberia,1900,12.8,,,,,,0,0.17,,,,,,,,
Liberia,1905,15.2,,,,,,0.2,0.26,,,,,,,,
Liberia,1910,17.6,,,,,,0.3,0.36,,,,,,,,
Liberia,1915,14.7,,,,,,0.4,0.44,,,,,,,,
Liberia,1920,10.9,,,,,,0.5,0.57,,,,,,,,
Liberia,1925,6.1,,,,,,0.6,0.58,,,,,,,,
Liberia,1930,10.4,,,,,,0.6,0.55,,,,,,,,
Liberia,1935,8.8,,,,,,0.7,0.52,,,,,,,,
Liberia,1940,9.4,,,,,,0.7,0.55,,,,,,,,
Liberia,1945,7.9,,,,,,0.8,0.57,,,,,,,,
Liberia,1950,15.9,,,,,,0.8,0.58,,,,,,,,
Liberia,1955,19.2,,,,,,0.8,0.62,,,,,,,,
Liberia,1960,27.6,,,,,,0.8,0.72,,,,,,,,
Liberia,1965,36.5,,,,,,0.9,0.94,,,,,,,,
Liberia,1970,49.8,,,,,,1.1,1.16,,,,,,,,
Liberia,1975,55.2,,,,,,1.2,1.67,,,,,,,,
Liberia,1980,67.6,,,,,,1.6,2.23,,,,,,,,
Liberia,1985,35.6,,,,,,2,2.73,,,,,,,,
Liberia,1990,55,,,,,,2.6,3.08,,,,,,,,
Liberia,1995,60,,,,,,3.1,3.17,,,,,,,,
Liberia,2000,100,,,,,,4.6,3.6,,,,,,,,
Liberia,2005,87.4,,,,,,4.9,3.96,,,,,,,,
Liberia,2010,94.5,,,,,,3.9,4.35,,,,,,,,
Libya,1820,0,,,,,,,,,,,,,,,
Libya,1825,0,,,,,,,,,,,,,,,
Libya,1830,0,,,,,,,,,,,,,,,
Libya,1835,0,,,,,,,,,,,,,,,
Libya,1840,0,,,,,,,,,,,,,,,
Libya,1845,0,,,,,,,,,,,,,,,
Libya,1850,0,,,,,,,,,,,,,,,
Libya,1855,0,,,,,,,,,,,,,,,
Libya,1860,0,,,,,,,,,,,,,,,
Libya,1865,0.1,,,,,,,,,,,,,,,
Libya,1870,0.1,,,,,,0,0.01,,,,,,,,
Libya,1875,0.1,,,,,,0,0.01,,,,,,,,
Libya,1880,0.2,,,,,,0,0.01,,,,,,,,
Libya,1885,0.2,,,,,,0,0.01,,,,,,,,
Libya,1890,0.3,,,,,,0,0.01,,,,,,,,
Libya,1895,0.5,,,,,,0,0.01,,,,,,,,
Libya,1900,0.6,,,,,,0,0.01,,,,,,,,
Libya,1905,0.9,,,,,,0,0.01,,,,,,,,
Libya,1910,1.2,,,,,,0,0.05,,,,,,,,
Libya,1915,1.7,,,,,,0,0.08,,,,,,,,
Libya,1920,2.4,,,,,,0,0.1,,,,,,,,
Libya,1925,3.2,,,,,,0,0.19,,,,,,,,
Libya,1930,4.5,,,,,,0.1,0.26,,,,,,,,
Libya,1935,6.1,,,,,,0.1,0.31,,,,,,,,
Libya,1940,8.3,,,,,,0.1,0.36,,,,,,,,
Libya,1945,11.2,,,,,,0.1,0.41,,,,,,,,
Libya,1950,14.9,,,,,,0.1,0.47,,,,,,,,
Libya,1955,28.7,,,,,,0.1,0.59,,,,,,,,
Libya,1960,45.2,,,,,,0.2,0.72,,,,,,,,
Libya,1965,57.9,,,,,,0.2,1.09,,,,,,,,
Libya,1970,90.1,,,,,,0.7,1.66,,,,,,,,
Libya,1975,100,,,,,,0.9,2.35,,,,,,,,
Libya,1980,100,,,,,,2.2,3.45,,,,,,,,
Libya,1985,86.2,,,,,,2.6,4.55,,,,,,,,
Libya,1990,93,,,,,,3.4,5.42,,,,,,,,
Libya,1995,95.6,,,,,,4.4,6.13,,,,,,,,
Libya,2000,97.1,,,,,,12.1,7.04,,,,,,,,
Libya,2005,98.1,,,,,,18.8,7.79,,,,,,,,
Libya,2010,98.9,,,,,,24.9,8.43,,,,,,,,
Luxembourg,1820,0.2,,,,,,,,,,,,,,,
Luxembourg,1825,0.3,,,,,,,,,,,,,,,
Luxembourg,1830,0.3,,,,,,,,,,,,,,,
Luxembourg,1835,0.4,,,,,,,,,,,,,,,
Luxembourg,1840,0.5,,,,,,,,,,,,,,,
Luxembourg,1845,0.7,,,,,,,,,,,,,,,
Luxembourg,1850,0.9,,,,,,,,,,,,,,,
Luxembourg,1855,1.1,,,,,,,,,,,,,,,
Luxembourg,1860,1.4,,,,,,,,,,,,,,,
Luxembourg,1865,1.8,,,,,,,,,,,,,,,
Luxembourg,1870,2.3,,,,,,0,0.04,,,,,,,,
Luxembourg,1875,2.9,,,,,,0,0.05,,,,,,,,
Luxembourg,1880,3.7,,,,,,0,0.06,,,,,,,,
Luxembourg,1885,4.7,,,,,,0,0.08,,,,,,,,
Luxembourg,1890,6,,,,,,0,0.1,,,,,,,,
Luxembourg,1895,5.9,,,,,,0,0.12,,,,,,,,
Luxembourg,1900,8.7,,,,,,0,0.15,,,,,,,,
Luxembourg,1905,8.5,,,,,,0,0.18,,,,,,,,
Luxembourg,1910,11.2,,,,,,0,0.22,,,,,,,,
Luxembourg,1915,11.9,,,,,,0,0.27,,,,,,,,
Luxembourg,1920,16.8,,,,,,0,0.36,,,,,,,,
Luxembourg,1925,19.8,,,,,,0,0.44,,,,,,,,
Luxembourg,1930,32.5,,,,,,0,0.56,,,,,,,,
Luxembourg,1935,52.9,,,,,,0.5,1.4,,,,,,,,
Luxembourg,1940,69.9,,,,,,1,2.18,,,,,,,,
Luxembourg,1945,84.9,,,,,,1.3,2.83,,,,,,,,
Luxembourg,1950,100,,,,,,2,3.85,,,,,,,,
Luxembourg,1955,93.2,,,,,,2.7,4.65,,,,,,,,
Luxembourg,1960,100,,,,,,3.9,5.22,,,,,,,,
Luxembourg,1965,100,,,,,,5.2,6.19,,,,,,,,
Luxembourg,1970,93.3,,,,,,6.8,7.27,,,,,,,,
Luxembourg,1975,92,,,,,,8.7,8.21,,,,,,,,
Luxembourg,1980,78.3,,,,,,9.9,8.55,,,,,,,,
Luxembourg,1985,76.7,,,,,,10.9,8.83,,,,,,,,
Luxembourg,1990,75,,,,,,13,9.24,,,,,,,,
Luxembourg,1995,97.8,,,,,,15.3,9.57,,,,,,,,
Luxembourg,2000,95,,,,,,16.4,9.92,,,,,,,,
Luxembourg,2005,96.6,,,,,,22.9,10.59,,,,,,,,
Luxembourg,2010,93.3,,,,,,30.3,11.33,,,,,,,,
Malawi,1820,0,,,,,,,,,,,,,,,
Malawi,1825,0,,,,,,,,,,,,,,,
Malawi,1830,0,,,,,,,,,,,,,,,
Malawi,1835,0,,,,,,,,,,,,,,,
Malawi,1840,0,,,,,,,,,,,,,,,
Malawi,1845,0,,,,,,,,,,,,,,,
Malawi,1850,0,,,,,,,,,,,,,,,
Malawi,1855,0,,,,,,,,,,,,,,,
Malawi,1860,0,,,,,,,,,,,,,,,
Malawi,1865,0,,,,,,,,,,,,,,,
Malawi,1870,0.1,,,,,,0,0.01,,,,,,,,
Malawi,1875,0.1,,,,,,0,0.01,,,,,,,,
Malawi,1880,0.3,,,,,,0,0.01,,,,,,,,
Malawi,1885,0.4,,,,,,0,0.01,,,,,,,,
Malawi,1890,0.7,,,,,,0,0.01,,,,,,,,
Malawi,1895,1.2,,,,,,0,0.01,,,,,,,,
Malawi,1900,1.9,,,,,,0,0.01,,,,,,,,
Malawi,1905,2.9,,,,,,0,0.02,,,,,,,,
Malawi,1910,4.5,,,,,,0,0.13,,,,,,,,
Malawi,1915,6.8,,,,,,0,0.23,,,,,,,,
Malawi,1920,10.2,,,,,,0,0.31,,,,,,,,
Malawi,1925,14.8,,,,,,0,0.42,,,,,,,,
Malawi,1930,21,,,,,,0,0.51,,,,,,,,
Malawi,1935,28.8,,,,,,0,0.62,,,,,,,,
Malawi,1940,38,,,,,,0,0.72,,,,,,,,
Malawi,1945,48.1,,,,,,0,0.84,,,,,,,,
Malawi,1950,60,,,,,,0,0.98,,,,,,,,
Malawi,1955,58.1,,,,,,0,1.06,,,,,,,,
Malawi,1960,48.3,,,,,,0,1.12,,,,,,,,
Malawi,1965,31.7,,,,,,0,1.3,,,,,,,,
Malawi,1970,32.5,,,,,,0.2,1.63,,,,,,,,
Malawi,1975,40,,,,,,0.2,1.96,,,,,,,,
Malawi,1980,44,,,,,,0.3,2.5,,,,,,,,
Malawi,1985,46,,,,,,0.3,2.96,,,,,,,,
Malawi,1990,48,,,,,,0.4,3.14,,,,,,,,
Malawi,1995,100,,,,,,0.4,3.3,,,,,,,,
Malawi,2000,100,,,,,,0.3,3.73,,,,,,,,
Malawi,2005,100,,,,,,0.3,4.67,,,,,,,,
Malawi,2010,100,,,,,,0.2,5.01,,,,,,,,
Malaysia,1820,0,,,,,,,,,,,,,,,
Malaysia,1825,0.1,,,,,,,,,,,,,,,
Malaysia,1830,0.1,,,,,,,,,,,,,,,
Malaysia,1835,0.1,,,,,,,,,,,,,,,
Malaysia,1840,0.2,,,,,,,,,,,,,,,
Malaysia,1845,0.2,,,,,,,,,,,,,,,
Malaysia,1850,0.3,,,,,,,,,,,,,,,
Malaysia,1855,0.4,,,,,,,,,,,,,,,
Malaysia,1860,0.6,,,,,,,,,,,,,,,
Malaysia,1865,0.8,,,,,,,,,,,,,,,
Malaysia,1870,1.1,,,,,,0,0.02,,,,,,,,
Malaysia,1875,1.6,,,,,,0,0.02,,,,,,,,
Malaysia,1880,2.1,,,,,,0,0.03,,,,,,,,
Malaysia,1885,2.9,,,,,,0,0.04,,,,,,,,
Malaysia,1890,4,,,,,,0,0.05,,,,,,,,
Malaysia,1895,5.4,,,,,,0,0.06,,,,,,,,
Malaysia,1900,7.4,,,,,,0,0.09,,,,,,,,
Malaysia,1905,9.9,,,,,,0.1,0.22,,,,,,,,
Malaysia,1910,13.2,,,,,,0.2,0.36,,,,,,,,
Malaysia,1915,17.3,,,,,,0.2,0.5,,,,,,,,
Malaysia,1920,22.4,,,,,,0.5,0.69,,,,,,,,
Malaysia,1925,28.5,,,,,,0.7,1.01,,,,,,,,
Malaysia,1930,35.5,,,,,,0.9,1.3,,,,,,,,
Malaysia,1935,43.3,,,,,,1.1,1.53,,,,,,,,
Malaysia,1940,51.3,,,,,,1.2,1.75,,,,,,,,
Malaysia,1945,59.4,,,,,,1.3,1.96,,,,,,,,
Malaysia,1950,67,,,,,,1.4,2.21,,,,,,,,
Malaysia,1955,52.3,,,,,,1.5,2.5,,,,,,,,
Malaysia,1960,96,,,,,,1.5,2.99,,,,,,,,
Malaysia,1965,90,,,,,,1.7,3.54,,,,,,,,
Malaysia,1970,87,,,,,,1.8,4.41,,,,,,,,
Malaysia,1975,91,,,,,,2,5.06,,,,,,,,
Malaysia,1980,95,,,,,,3.7,6.06,,,,,,,,
Malaysia,1985,99,,,,,,6.2,7.03,,,,,,,,
Malaysia,1990,93,,,,,,9.3,8.01,,,,,,,,
Malaysia,1995,91,,,,,,9.2,8.66,,,,,,,,
Malaysia,2000,98,,,,,,10.6,9.49,,,,,,,,
Malaysia,2005,100,,,,,,14.8,10.16,,,,,,,,
Malaysia,2010,100,,,,,,19.4,10.89,,,,,,,,
Mali,1820,0,,,,,,,,,,,,,,,
Mali,1825,0,,,,,,,,,,,,,,,
Mali,1830,0,,,,,,,,,,,,,,,
Mali,1835,0,,,,,,,,,,,,,,,
Mali,1840,0,,,,,,,,,,,,,,,
Mali,1845,0,,,,,,,,,,,,,,,
Mali,1850,0,,,,,,,,,,,,,,,
Mali,1855,0,,,,,,,,,,,,,,,
Mali,1860,0,,,,,,,,,,,,,,,
Mali,1865,0,,,,,,,,,,,,,,,
Mali,1870,0,,,,,,0,0.01,,,,,,,,
Mali,1875,0,,,,,,0,0.01,,,,,,,,
Mali,1880,0,,,,,,0,0.01,,,,,,,,
Mali,1885,0,,,,,,0,0.01,,,,,,,,
Mali,1890,0,,,,,,0,0.01,,,,,,,,
Mali,1895,0.1,,,,,,0,0.01,,,,,,,,
Mali,1900,0.1,,,,,,0,0.01,,,,,,,,
Mali,1905,0.1,,,,,,0,0.01,,,,,,,,
Mali,1910,0.2,,,,,,0,0.01,,,,,,,,
Mali,1915,0.3,,,,,,0,0.01,,,,,,,,
Mali,1920,0.5,,,,,,0,0.02,,,,,,,,
Mali,1925,0.8,,,,,,0,0.03,,,,,,,,
Mali,1930,1.1,,,,,,0,0.04,,,,,,,,
Mali,1935,1.6,,,,,,0,0.1,,,,,,,,
Mali,1940,1.6,,,,,,0,0.11,,,,,,,,
Mali,1945,2.6,,,,,,0.1,0.13,,,,,,,,
Mali,1950,3.6,,,,,,0.1,0.16,,,,,,,,
Mali,1955,4.9,,,,,,0.1,0.18,,,,,,,,
Mali,1960,6.7,,,,,,0.1,0.2,,,,,,,,
Mali,1965,16,,,,,,0.2,0.26,,,,,,,,
Mali,1970,15,,,,,,0.2,0.31,,,,,,,,
Mali,1975,18,,,,,,0.3,0.46,,,,,,,,
Mali,1980,17,,,,,,0.3,0.65,,,,,,,,
Mali,1985,15,,,,,,0.5,0.83,,,,,,,,
Mali,1990,19,,,,,,0.5,0.95,,,,,,,,
Mali,1995,24.8,,,,,,0.7,1.07,,,,,,,,
Mali,2000,51.2,,,,,,1,1.3,,,,,,,,
Mali,2005,65.1,,,,,,1.4,1.81,,,,,,,,
Mali,2010,78.4,,,,,,1.6,2.14,,,,,,,,
Malta,1820,2.8,,,,,,,,,,,,,,,
Malta,1825,3.4,,,,,,,,,,,,,,,
Malta,1830,4.2,,,,,,,,,,,,,,,
Malta,1835,5.1,,,,,,,,,,,,,,,
Malta,1840,6.2,,,,,,,,,,,,,,,
Malta,1845,7.5,,,,,,,,,,,,,,,
Malta,1850,9.2,,,,,,,,,,,,,,,
Malta,1855,11.1,,,,,,,,,,,,,,,
Malta,1860,13.3,,,,,,,,,,,,,,,
Malta,1865,15.9,,,,,,,,,,,,,,,
Malta,1870,19,,,,,,0,0.31,,,,,,,,
Malta,1875,22.4,,,,,,0,0.37,,,,,,,,
Malta,1880,26.3,,,,,,0,0.44,,,,,,,,
Malta,1885,30.6,,,,,,0,0.52,,,,,,,,
Malta,1890,35.3,,,,,,0,0.62,,,,,,,,
Malta,1895,48.2,,,,,,0,0.73,,,,,,,,
Malta,1900,61,,,,,,0.9,1.15,,,,,,,,
Malta,1905,69.5,,,,,,1.2,1.4,,,,,,,,
Malta,1910,78,,,,,,1.7,1.5,,,,,,,,
Malta,1915,72.9,,,,,,2,1.76,,,,,,,,
Malta,1920,67.9,,,,,,2.2,1.98,,,,,,,,
Malta,1925,79.1,,,,,,2.5,2.17,,,,,,,,
Malta,1930,90.4,,,,,,2.7,2.29,,,,,,,,
Malta,1935,95.2,,,,,,3.1,2.55,,,,,,,,
Malta,1940,100,,,,,,3.2,2.81,,,,,,,,
Malta,1945,100,,,,,,3.5,3.09,,,,,,,,
Malta,1950,100,,,,,,3.7,3.32,,,,,,,,
Malta,1955,100,,,,,,3.4,3.89,,,,,,,,
Malta,1960,76,,,,,,3,4.49,,,,,,,,
Malta,1965,79,,,,,,3.5,5.1,,,,,,,,
Malta,1970,88,,,,,,4.5,6.06,,,,,,,,
Malta,1975,84,,,,,,5.3,6.84,,,,,,,,
Malta,1980,87,,,,,,5.6,7.51,,,,,,,,
Malta,1985,89,,,,,,5.9,8.38,,,,,,,,
Malta,1990,99,,,,,,6.8,9.19,,,,,,,,
Malta,1995,100,,,,,,7.7,10.06,,,,,,,,
Malta,2000,94.1,,,,,,9.7,10.43,,,,,,,,
Malta,2005,94.5,,,,,,10.2,10.6,,,,,,,,
Malta,2010,94.2,,,,,,13.7,11.06,,,,,,,,
Mauritius,1820,1,,,,,,,,,,,,,,,
Mauritius,1825,1.3,,,,,,,,,,,,,,,
Mauritius,1830,1.7,,,,,,,,,,,,,,,
Mauritius,1835,2.2,,,,,,,,,,,,,,,
Mauritius,1840,2.8,,,,,,,,,,,,,,,
Mauritius,1845,3.7,,,,,,,,,,,,,,,
Mauritius,1850,4.7,,,,,,,,,,,,,,,
Mauritius,1855,6,,,,,,,,,,,,,,,
Mauritius,1860,7.6,,,,,,,,,,,,,,,
Mauritius,1865,9.7,,,,,,,,,,,,,,,
Mauritius,1870,12.2,,,,,,0,0.19,,,,,,,,
Mauritius,1875,16.5,,,,,,0,0.23,,,,,,,,
Mauritius,1880,20.9,,,,,,0,0.3,,,,,,,,
Mauritius,1885,25.1,,,,,,0,0.38,,,,,,,,
Mauritius,1890,29.4,,,,,,0,0.49,,,,,,,,
Mauritius,1895,29.4,,,,,,0,0.6,,,,,,,,
Mauritius,1900,29.4,,,,,,0.1,1.07,,,,,,,,
Mauritius,1905,31.4,,,,,,0.2,1.28,,,,,,,,
Mauritius,1910,33.4,,,,,,0.2,1.48,,,,,,,,
Mauritius,1915,38.1,,,,,,0.2,1.63,,,,,,,,
Mauritius,1920,44.8,,,,,,0.2,1.78,,,,,,,,
Mauritius,1925,52,,,,,,0.2,1.93,,,,,,,,
Mauritius,1930,50.1,,,,,,0.3,2.09,,,,,,,,
Mauritius,1935,52.7,,,,,,0.3,2.27,,,,,,,,
Mauritius,1940,52.6,,,,,,0.3,2.32,,,,,,,,
Mauritius,1945,52.7,,,,,,0.3,2.39,,,,,,,,
Mauritius,1950,75.5,,,,,,0.2,2.51,,,,,,,,
Mauritius,1955,91.9,,,,,,0.7,2.93,,,,,,,,
Mauritius,1960,76.7,,,,,,0.8,3.6,,,,,,,,
Mauritius,1965,79,,,,,,1,4.3,,,,,,,,
Mauritius,1970,72.8,,,,,,1.1,4.98,,,,,,,,
Mauritius,1975,82,,,,,,1.6,5.18,,,,,,,,
Mauritius,1980,93,,,,,,2.5,5.52,,,,,,,,
Mauritius,1985,97,,,,,,2.9,6.09,,,,,,,,
Mauritius,1990,92,,,,,,1.7,6.85,,,,,,,,
